"title","year","authors","affiliations","journal","citations","keywords","affiliation_missing","source","doi"
"Morphometric changes of corneal endothelial cells following intracameral air for micro perforation of the Descemet Membrane during big-bubble deep anterior lamellar keratoplasty","2016","Khattak A, Nakhli FR, Abdullatif Abouollo HM.","","Saudi J Ophthalmol","0","","True","PubMed","10.1016/j.sjopt.2016.01.003"
"Boston Type 1 Keratoprosthesis versus Repeat Donor Keratoplasty for Corneal Graft Failure: A Systematic Review and Meta-analysis","2016","Ahmad S.; Mathews P.M.; Lindsley K.; Alkharashi M.; Hwang F.S.; Ng S.M.; Aldave A.J.; Akpek E.K.","Wilmer Eye Institute, Johns Hopkins University, School of Medicine, 600 North Wolfe Street, Baltimore, 21287-9238, MD, United States; Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States; Cornea and Refractive Surgery Services, Jules Stein Eye Institute, Los Angeles, CA, United States; Cornea and External Disease, Kresge Eye Institute, Wayne State University, Detroit, MI, United States; King Saud University, Riyadh, Saudi Arabia","Ophthalmology","69","","False","Scopus","10.1016/j.ophtha.2015.09.028"
"Femtosecond astigmatic keratotomy for postkeratoplasty astigmatism","2016","Al Sabaani N.; Al Malki S.; Al Jindan M.; Al Assiri A.; Al Swailem S.","King Khalid University, Abha, Saudi Arabia; King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Dammam University, Dammam, Saudi Arabia","Saudi Journal of Ophthalmology","16","Astigmatic keratotomy; Astigmatism; Femtosecond","False","Scopus","10.1016/j.sjopt.2016.04.003"
"Outcome of repeat penetrating keratoplasty in eyes with failed penetrating keratoplasty","2016","Khairallah A.S.","Division of Ophthalmology, Department of Surgery, College of Medicine, King Khalid University, Abha, Saudi Arabia; King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia","Saudi Medical Journal","6","","False","Scopus","10.15537/smj.2016.9.14075"
"Effect of fibrin glue on corneal lamellar healing and how it correlates to biomechanical properties: biomechanical wavefront analysis and confocal study","2016","Abdelkader A.","Department of Ophthalmology, Faculty of Medicine, Al-Azhar University, Cairo, Egypt; Ophthalmology Department, Abha Private Hospital, P.O Box 1794, Abha, Saudi Arabia","Eye and Vision","7","Confocal microscopy; Corneal hysteresis; Corneal resistance factor; Ocular Response Analyzer (ORA); Wound healing","False","Scopus","10.1186/s40662-016-0046-6"
"Induced Higher-order aberrations after Laser in Situ Keratomileusis (LASIK) Performed with Wavefront-Guided IntraLase Femtosecond Laser in moderate to high Astigmatism","2016","Al-Zeraid F.M.; Osuagwu U.L.","Department of Optometry and Vision Sciences, College of Applied Medical Sciences, King Saud University, Riyadh, P.O Box 10219, Riyadh, 11433, Saudi Arabia; Department of Optometry and Vision Sciences, Faculty of Health, Ophthalmic and Visual Optics Laboratory Group (Chronic Disease and Ageing), Institute of Health and Biomedical Innovation, 60 Musk Avenue, Brisbane, 4059, QLD, Australia","BMC Ophthalmology","35","Astigmatism; Coma; Distance visual acuity; Femtosecond laser; Higher-order aberration; Intralase; Laser-assisted in situ keratomileusis; Myopia; Spherical aberration; Wavefront-guided","False","Scopus","10.1186/s12886-016-0205-5"
"Effect of Horizontal Strabismus Surgery on the Refractive Status","2015","Al-Tamimi E.; Al-Nosair G.; Yassin S.","Department of Ophthalmology, University of Dammam, King Fahd Hospital of the University, P.O. Box 40097, Al-Khobar, 31952, Saudi Arabia; Dammam Medical Tower, Saudi Arabia","Strabismus","20","Astigmatism horizontal muscle surgery; horizontal strabismus surgery; refraction; surgical induced refractive error","False","Scopus","10.3109/09273972.2015.1058401"
"A common variant near TGFBR3 is associated with primary open angle glaucoma","2015","Li Z.; Allingham R.R.; Nakano M.; Jia L.; Chen Y.; Ikeda Y.; Mani B.; Chen L.-J.; Kee C.; Garway-Heath D.F.; Sripriya S.; Fuse N.; Abu-Amero K.K.; Huang C.; Namburi P.; Burdon K.; Perera S.A.; Gharahkhani P.; Lin Y.; Ueno M.; Ozaki M.; Mizoguchi T.; Krishnadas S.R.; Osman E.A.; Lee M.C.; Chan A.S.Y.; Tajudin L.-S.A.; Do T.; Goncalves A.; Reynier P.; Zhang H.; Bourne R.; Goh D.; Broadway D.; Husain R.; Negi A.K.; Su D.H.; Ho C.; Blanco A.A.; Leung C.K.S.; Wong T.T.; Yakub A.; Liu Y.; Nongpiur M.E.; Han J.C.; Hon D.N.; Shantha B.; Zhao B.; Sang J.; Zhang N.; Sato R.; Yoshii K.; Panda-Jonas S.; Ashley Koch A.E.; Herndon L.W.; Moroi S.E.; Challa P.; Foo J.N.; Bei J.-X.; Zeng Y.-X.; Simmons C.P.; Bich Chau T.N.; Sharmila P.F.; Chew M.; Lim B.; Tam P.O.S.; Chua E.; Ng X.Y.; Yong V.H.K.; Chong Y.F.; Meah W.Y.; Vijayan S.; Seongsoo S.; Xu W.; Teo Y.Y.; Cooke Bailey J.N.; Kang J.H.; Haines J.L.; Cheng C.Y.; Saw S.-M.; Tai E.-S.; Richards J.E.; Ritch R.; Gaasterland D.E.; Pasquale L.R.; Liu J.; Jonas J.B.; Milea D.; George R.; Al-Obeidan S.A.; Mori K.; Macgregor S.; Hewitt A.W.; Girkin C.A.; Zhang M.; Sundaresan P.; Vijaya L.; Mackey D.A.; Wong T.Y.; Craig J.E.; Sun X.; Kinoshita S.; Wiggs J.L.; Khor C.-C.; Yang Z.; Pang C.P.; Wang N.; Hauser M.A.; Tashiro K.; Aung T.; Vithana E.N.","Singapore Eye Research Institute, Singapore; Singapore National Eye Center, Singapore; Division of Human Genetics, Genome Institute of Singapore, Singapore; Department of Ophthalmology, Duke University Eye Center, Durham, NC, United States; Department of Genomic Medical Sciences, Kyoto Prefectural University of Medicine, Kyoto, Japan; Department of Ophthalmology, Kyoto Prefectural University of Medicine, Kyoto, Japan; Department of Medical Statistics, Kyoto Prefectural University of Medicine, Kyoto, Japan; Beijing Ophthalmology and Visual Sciences Key Laboratory, Beijing Tongren Eye Centre, Beijing Tongren Hospital, Capital Medical University, Beijing, China; Department of Ophthalmology and Visual Science, Eye and ENT Hospital, Shanghai Medical School, Shanghai, China; State Key Laboratory of Medical Neurobiology, Institutes of Brain Science, Fudan University, Shanghai, China; Department of Ophthalmology, Yong Loo Lin School of Medicine, Singapore; SawSwee Hock School of Public Health, National University of Singapore, Singapore; Duke-NUS Graduate Medical School, Singapore; Department of Ophthalmology and Visual Sciences, The Chinese Uuniversity of Hong Kong Eye Hospital, Hong Kong, China; Department of Ophthalmology, Samsung Medical Center, Sungkyunkwan University, School of Medicine, Seoul, South Korea; National Institute for Health Research Biomedical Research Centre, Moorfields Eye Hospital NHS Foundation Trust, University College London Institute of Ophthalmology, London, United Kingdom; SNONGC Department of Genetics and Molecular Biology, Vision Research Foundation, Sankara Nethralaya, Chennai, India; Department of Integrative Genomics, Tohoku Medical Megabank Organization, Sendai, Japan; Department of Ophthalmology, College of Medicine, King Saud University, Riyadh, Saudi Arabia; Department of Ophthalmology, College of Medicine, University of Florida, Jacksonville, FL, United States; Chinese University of Hong Kong Joint Shantou International Eye Center, Shantou University, Shantou, China; Department of Genetics, Aravind Medical Research Foundation, Madurai, Tamilnadu, India; Menzies Institute for Medical Research, University of Tasmania, Hobart, Australia; Department of Ophthalmology, Flinders University, Adelaide, Australia; Department of Genetics and Computational Biology, Statistical Genetics, QIMR Berghofer Medical Research Institute, Brisbane, QLD, Australia; Sichuan Provincial Key Laboratory for Human Disease Gene Study, Hospital of the University of Electronic Science and Technology of China, Sichuan Provincial People's Hospital, Chengdu, China; School of Medicine, University of Electronic Science and Technology of China, Chengdu, China; Ozaki Eye Hospital, 1-15, Kamezaki, Hyuga, Miyazaki, 883-0066, Japan; Mizoguchi Eye Hospital, 6-13 Tawara-machi, Sasebo, Nagasaki, 857-0016, Japan; Glaucoma Services, Aravind Eye Hospital, Madurai, Tamilnadu, India; Department of Ophthalmology, School of Medical Sciences, Universiti Sains Malaysia, Kota Bharu, Kelantan, Malaysia; Vietnam National Institute of Ophthalmology, Hanoi, Viet Nam; Ophthalmology Department, Angers University Hospital, Angers, France; Biochemistry Department, Angers University Hospital, Angers, France; Department of Ophthalmology, Tongji Hospital of Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Huntingdon Glaucoma Diagnostic and Research Centre, Hinchingbrooke Hospital, Huntingdon, United Kingdom; Norfolk and Norwich University Hospital NHS Trust, Norwich, United Kingdom; Heart of UK NHS Foundation Trust, Birmingham, United Kingdom; School of Medicine, Dentistry and Biomedical Sciences, Centre for Experimental Medicine, Queen's University Belfast, Northern Ireland, United Kingdom; Department of Medicine, Duke University Medical Center, Durham, NC, United States; Department of Cellular Biology and Anatomy, Georgia Regents University, Augusta, GA, United States; Medical Research Foundation, Sankara Nethralaya, Chennai, India; Department of Ophthalmology, Medical Faculty Mannheim, Ruprecht-Karls-University Heidelberg, Heidelberg, Germany; Department of Ophthalmology and Visual Sciences, University of Michigan, Ann Arbor, MI, United States; Department of Epidemiology, University of Michigan, Ann Arbor, MI, United States; State Key Laboratory of Oncology in Southern China, Guangzhou, China; Department of Experimental Research, Sun Yat-Sen University Cancer Centre, Guangzhou, China; Clinical Research Unit, Oxford University, 190 BenHamTu, Ho Chi Minh City, United Kingdom; Centre for Tropical Medicine, Nuffield Department of Clinical Medicine, Oxford University, Oxford, OX3 7LJ, United Kingdom; Department of Epidemiology and Biostatistics, CaseWestern Reserve University, Cleveland, OH, United States; Channing Division of Network Medicine, Brigham and Women's Hospital, Boston, MA, United States; Department of Medicine, National University Health System, National University of Singapore, Singapore; Einhorn Clinical Research Center, Department of Ophthalmology, New York Eye and Ear Infirmary, New York, NY, United States; Eye Doctors of Washington DC, Washington, DC, United States; Department of Ophthalmology, Harvard Medical School, Massachusetts Eye and Ear Infirmary, Boston, MA, United States; Centre for Eye Research Australia (CERA), University of Melbourne, Royal Victorian Eye and Ear Hospital, Melbourne, VIC, Australia; Department of Ophthalmology, University of Alabama at Birmingham, Birmingham, AL, United States; Centre for Ophthalmology and Visual Science, Lions Eye Institute, University ofWestern Australia, Perth, WA, Australia; Myopia Key Laboratory, Ministry of Health of China, Shanghai, China; Chinese Academy of Sciences, Sichuan Translational Medicine Hospital, Chengdu, China","Human Molecular Genetics","100","","False","Scopus","10.1093/hmg/ddv128"
"Brittle cornea syndrome: A case report and comparison with Ehlers Danlos syndrome","2015","Khan A.O.","King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia","Journal of AAPOS","2","","False","Scopus","10.1016/j.jaapos.2014.10.003"
"Prevalence and histopathological characteristics of corneal stromal dystrophies in Saudi Arabia","2015","Alzuhairy S.; Alkatan H.M.; Al-Rajhi A.A.","Ophthalmology Department, College of Medicine, Al-Qassim University, Riyadh, Saudi Arabia; Department of Pathology and Laboratory Medicine, KKESH, P.O. Box 7191, Riyadh, 11462, Saudi Arabia; College of Medicine, Al-Faisal University and Al-Hokama Eye Specialist Center, Riyadh, Saudi Arabia","Middle East African Journal of Ophthalmology","21","Corneal Stromal Dystrophy; Histopathology; Keratoplasty; Saudi Arabia","False","Scopus","10.4103/0974-9233.151975"
"Corneal collagen crosslinking for progressive keratoconus in Saudi Arabia: One-year controlled clinical trial analysis","2015","Khattak A, Nakhli FR, Cheema HR.","","Saudi J Ophthalmol","0","","True","PubMed","10.1016/j.sjopt.2015.02.005"
"Candida parapsilosis corneal graft infection from a single eye center: Histopathologic report of 2 cases","2015","Alkatan H.M.; Maktabi A.; Al-Harby M.; Al-Rajhi A.A.","Ophthalmology Department, College of Medicine, King Saud University, Riyadh, Saudi Arabia; Department of Pathology and Laboratory Medicine, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Anterior Segment and Uveitis Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; College of Medicine, Al Faisal University, Saudi Arabia; Al Magrabi Hospital, Riyadh, Saudi Arabia","Saudi Journal of Ophthalmology","8","Candida parapsilosis; Corneal graft; Keratitis","False","Scopus","10.1016/j.sjopt.2015.06.003"
"An updated review on the genetics of primary open angle glaucoma","2015","Abu-Amero K.; Kondkar A.A.; Chalam K.V.","Department of Ophthalmology, College of Medicine, King Saud University, Riyadh, 11424, Saudi Arabia; Department of Ophthalmology, University of Florida College of Medicine, 580,W, 8th Street, Tower-2, Jacksonville, 32209, FL, United States","International Journal of Molecular Sciences","106","Epidemiology; Genetics; GWAS; POAG; Quantitative traits; SNP genotyping","False","Scopus","10.3390/ijms161226135"
"Eye rubbing-induced changes in intraocular pressure and corneal thickness measured at five locations, in subjects with ocular allergy","2015","Osuagwu U.L.; Alanazi S.A.","Visual and Ophthalmic Optics Group (Chronic Disease and Ageing Domain), Institute of Health and Biomedical Innovation, School of Optometry and Vision Sciences, Queensland University of Technology, Kelvin Grove, Brisbane, 4059, Australia; Department of Optometry and Vision Sciences, College of Applied Medical Sciences, King Saud University, PO Box 10219, Riyadh, 11433, Saudi Arabia","International Journal of Ophthalmology","20","Allergy; Corneal thickness; Eye rubbing; Intraocular pressure; Pachymetry; Tonometry","False","Scopus","10.3980/j.issn.2222-3959.2015.01.15"
"Indications and techniques employed for keratoplasty in the Eastern province of Saudi Arabia: 6 years of experience","2015","Al-Arfai KM, Yassin SA, Al-Beshri AS, Al-Jindan MY, Al-Tamimi ER.","","Ann Saudi Med","0","","True","PubMed","10.5144/0256-4947.2015.387"
"Refractive surgery: The never-ending task of improving vision correction","2014","Al-Swailem S.A.","Anterior Segment Division, King Khaled Eye Specialist Hospital, 7191, Riyadh 11462, Riyadh, Saudi Arabia","Middle East African Journal of Ophthalmology","2","","False","Scopus","10.4103/0974-9233.124075"
"Corneal cross-linking","2014","Alkharashi M.; Alharbi Z.; Daoud Y.J.","King Saud University, Riyadh, Saudi Arabia; King Saud Bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia; Wilmer Eye Institute, Johns Hopkins University, Baltimore, MD 21287, 600 North Wolfe Street, United States","Expert Review of Ophthalmology","1","corneal collagen cross-linking; corneal ectasia; infectious keratitis; refractive surgery","False","Scopus","10.1586/17469899.2014.927310"
"Corneal biomechanical properties: Precision and influence on tonometry","2014","Ogbuehi K.C.; Osuagwu U.L.","Department of Optometry and Vision Sciences College of Applied Medical Sciences, King Saud University, Riyadh 11433, P.O. Box 10219, Saudi Arabia","Contact Lens and Anterior Eye","22","Goldmann tonometer; Noncontact tonometer; Ocular Response Analyzer; ORA; Repeatability; Tonometry","False","Scopus","10.1016/j.clae.2013.09.006"
"Severe bilateral paralimbal sterile infiltrates after photorefractive keratectomy","2014","Al-Amry M.A.","Anterior Segment Division, King Khaled Eye Specialist Hospital, Riyadh 11462, PO Box 7191, Saudi Arabia","Middle East African Journal of Ophthalmology","10","Corneal Scarring; Photorefractive Keratectomy; Post-operative Sterile Keratitis","False","Scopus","10.4103/0974-9233.124114"
"Protective effects of arjunolic acid against cardiac toxicity induced by oral sodium nitrite: Effects on cytokine balance and apoptosis","2014","Al-Gayyar M.M.H.; Al Youssef A.; Sherif I.O.; Shams M.E.E.; Abbas A.","Dept. of Clinical Biochemistry, Faculty of Pharmacy, University of Mansoura, Mansoura, 35516, Egypt; Faculty of Pharmacy, University of Tabuk, Tabuk, 71491, Saudi Arabia; Dept. of Internal Medicine, Faculty of Medicine, University of Tabuk, Tabuk, 71471, Saudi Arabia; Dept. of Pharmaceutics, Faculty of Pharmacy, University of Mansoura, Mansoura, 35516, Egypt; Dept. of Pharmacognosy, Faculty of Pharmacy, University of Mansoura, Mansoura, 35516, Egypt","Life Sciences","41","Caspase-3/8/9; Cytochrome C oxidase; Interleukin (IL)-1β/4/10; JNK MAPK; Tumor necrosis factor (TNF)-α","False","Scopus","10.1016/j.lfs.2014.07.002"
"Investigation of tear osmolarity using the TearLab osmolarity system in normal adults in Saudi Arabia","2014","Masmali A.; Alrabiah S.; Alharbi A.; El-Hiti G.A.; Almubrad T.","Department of Optometry, College of Applied Medical Sciences, King Saud University, Riyadh 11433, P.O. Box 10219, Saudi Arabia","Eye and Contact Lens","50","Phenol red thread tests; Repeatability; Tear breakup time; Tear osmolarity; TearLab","False","Scopus","10.1097/ICL.0000000000000002"
"Corneal spherical aberration in Saudi population","2014","Al-Sayyari T.M.; Fawzy S.M.; Al-Saleh A.A.","Optometrist, Riyadh, Saudi Arabia; Consultant ophthalmologist, Ophthalmology Department, Ain Shams University, Cairo, Egypt; Consultant ophthalmologist, AlHokama Eye Specialist Center, Riyadh, Saudi Arabia","Saudi Journal of Ophthalmology","17","Cataract; Corneal aberration; Fourth order spherical aberration; High order aberration; IOL; Saudi population; Spherical aberration; Z(4,0); Z(6,0)","False","Scopus","10.1016/j.sjopt.2014.03.003"
"Unexpected overcorrection with femtosecond laser-assisted astigmatic keratotomy following deep anterior lamellar keratoplasty","2014","Khattak A.; Cheema H.R.","Dhahran Eye Specialist Hospital, Dhahran, Saudi Arabia; Royal College of Surgeons in Ireland, Dublin, Ireland","JCRS Online Case Reports","5","","False","Scopus","10.1016/j.jcro.2014.06.005"
"Polymeric Biomaterials for Implantable Prostheses","2014","Dang T.T.; Nikkhah M.; Memic A.; Khademhosseini A.","Center for Biomedical Engineering, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, United States; Harvard-MIT Division of Health Sciences and Technology, Massachusetts Institute of Technology, Cambridge, MA, United States; Center of Nanotechnology, King Abdulaziz University, Jeddah, Saudi Arabia; Wyss Institute for Biologically Inspired Engineering, Harvard University, Boston, MA, United States","Natural and Synthetic Biomedical Polymers","30","Antifouling; Biocompatibility; Cardiovascular; Dental; Implantable prostheses; Ophthalmologic; Orthopedic; Polymeric biomaterials; Shape-memory polymers; Structural compatibility","False","Scopus","10.1016/B978-0-12-396983-5.00020-X"
"Critical appraisal of loteprednol ointment, gel, and suspension in the treatment of postoperative inflammation and pain following ocular and corneal transplant surgery","2014","Pirouzian A.; Randy Craven E.","Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Wilmer Eye Institute, Johns Hopkins University, Baltimore, MD, United States","Clinical Ophthalmology","10","Eye; Inflammation; Keratoplasty; Loteprednol; Pain; Surgery","False","Scopus","10.2147/OPTH.S30278"
"On a nonlinear boundary value problem modeling corneal shape","2014","Płociniczak L.; Okrasiński W.; Nieto J.J.; Domínguez O.","Institute of Mathematics and Computer Science, Wroclaw University of Technology, 50-372 Wroclaw, ul. Janiszewskiego 14a, Poland; Departamento de Análise Matemática, Universidade de Santiago de Compostela, 15782 Santiago de Compostela, Spain; Department of Mathematics, Faculty of Science, King Abdulaziz University, Jeddah 21589, P.O. Box 80203, Saudi Arabia; Departamento de Análisis Matemático, Facultad de Matemáticas, Universidad Complutense de Madrid, 28040 Madrid, Plaza de Ciencias 3, Spain","Journal of Mathematical Analysis and Applications","19","Boundary-value problem; Corneal topography; Estimates","False","Scopus","10.1016/j.jmaa.2014.01.010"
"Reproducibility of flap thickness in sub-Bowman keratomileusis using a mechanical microkeratome","2014","Althomali T.A.","Taif University, PO Box 795, Taif, 21944, Saudi Arabia","Journal of Cataract and Refractive Surgery","0","","False","Scopus","10.1016/j.jcrs.2014.02.046"
"Retention of the Boston keratoprosthesis type 1: Multicenter study results","2013","Ciolino J.B.; Belin M.W.; Todani A.; Al-Arfaj K.; Rudnisky C.J.","Department of Ophthalmology, Massachusetts Eye and Ear Infirmary, Harvard Medical School, Boston, MA, United States; Department of Ophthalmology, Albany Medical Center, Albany Medical College, Albany, NY, United States; Department of Ophthalmology, University of Arizona, Tucson, AZ, United States; Department of Ophthalmology, Dammam University, Dammam, Saudi Arabia; Department of Ophthalmology, University of Alberta, Edmonton, AB, Canada","Ophthalmology","135","","False","Scopus","10.1016/j.ophtha.2012.11.025"
"Comparison of the influence of nonpreserved oxybuprocaine and a preserved artificial tear (thera tears) on human corneal thickness measured by two pachymeters","2013","Almubrad T.M.; Alshehri F.H.; Ogbuehi K.C.; Osuagwu U.L.","Department of Optometry and Vision Sciences, College of Applied Medical Sciences, King Saud University, Riyadh 11433, P.O. Box 10219, Saudi Arabia","Journal of Ocular Pharmacology and Therapeutics","6","","False","Scopus","10.1089/jop.2012.0215"
"Efficacy and safety of intacs SK in moderate to severe keratoconus","2013","El-Moatassem Kotb A.M.; Hantera M.","Department of Ophthalmology, Ain-Shams university, Cairo, Abbasyia square, Egypt; International Medical Center, Dubai, United Arab Emirates; Department of Opththalmology, Magrabi Eye Hospitals, Saudi Arabia","Middle East African Journal of Ophthalmology","8","Intacs; Intralase; Keratoconus","False","Scopus","10.4103/0974-9233.106386"
"Penetrating keratoplasty for keratoconus: visual and graft survival outcomes","2013","Al-Mohaimeed MM.","","Int J Health Sci (Qassim)","0","","True","PubMed","10.12816/0006023"
"Evaluation of the comparative effect of tetracaine on central corneal thickness measured by a contact and noncontact pachymeter","2013","Osuagwu U.L.; Ogbuehi K.C.","Department of Optometry and Vision Sciences, College of Applied Medical Sciences, King Saud University, Riyadh 11466, PO Box 10219, Saudi Arabia","Journal of Ocular Pharmacology and Therapeutics","14","","False","Scopus","10.1089/jop.2011.0242"
"Ultrastructural features of corneas with pellucid marginal degeneration","2013","Akhtar S.; Kirat O.; Alkatan H.; Shu X.; Almubrad T.","Department of Optometry, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia; King Khalid Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Life Sciences, Glasgow Caledonian University, Glasgow, Scotland, United Kingdom","Microscopy Research and Technique","9","Collagen fibrils; Degenerated cornea; Pellucid marginal degeneration (PMD); Proteoglycans","False","Scopus","10.1002/jemt.22180"
"Deep anterior lamellar keratoplasty for pellucid marginal degeneration","2013","Al-Torbak A.A.","Department of Ophthalmology, College of Medicine, Al-Qasseem University and the Anterior Segment Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia","Saudi Journal of Ophthalmology","15","Corneal ectasias; Lamellar keratoplasty; Pellucid marginal degeneration","False","Scopus","10.1016/j.sjopt.2012.04.001"
"Corneal ectasias: Study cohorts and epidemiology","2013","Bialasiewicz A.; Edward D.P.","Department of Ophthalmology, Al Ahli Hospital, Doha, PO Box 6401, Qatar; Department of Research, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia","Middle East African Journal of Ophthalmology","8","","False","Scopus","10.4103/0974-9233.106379"
"Ultrastructure alteration in the corneal stroma of hydrated camel corneoscleral button and corneal button","2013","Akhtar S.","Cornea Research Chair, Department of Optometry, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia","Microscopy Research and Technique","3","Collagen fibrils; Corneoscleral button (HCSB); Hydrated corneal button; Microfilaments; Proteoglycans","False","Scopus","10.1002/jemt.22140"
"ZNF469 frequently mutated in the brittle cornea syndrome (BCS) is a single exon gene possibly regulating the expression of several extracellular matrix components","2013","Rohrbach M.; Spencer H.L.; Porter L.F.; Burkitt-Wright E.M.M.; Bürer C.; Janecke A.; Bakshi M.; Sillence D.; Al-Hussain H.; Baumgartner M.; Steinmann B.; Black G.C.M.; Manson F.D.C.; Giunta C.","Division of Metabolism, Connective Tissue Unit and Children's Research Center, University Children's Hospital, Zurich, Switzerland; Genetic Medicine Research Centre, Institute of Human Development, Faculty of Medical and Human Sciences, The University of Manchester, United Kingdom; St. Mary's Hospital, Central Manchester University Hospitals NHS Foundation Trust, Manchester Academic Health Science Centre, Manchester, United Kingdom; Division of Human Genetics, Innsbruck Medical University, Innsbruck, Austria; Department of Clinical Genetics, Children's Hospital at Westmead, Westmead NSW, Sydney, Australia; King Khaled Eye Specialist Hospital, Division of Oculoplastics and Orbit, Saudi Arabia","Molecular Genetics and Metabolism","74","Brittle cornea; Genetic heterogeneity; Keratoconus; Keratoglobus; PRDM5 and ZNF469; Single exon gene","False","Scopus","10.1016/j.ymgme.2013.04.014"
"A Microscopy Study of the Structural Features of Post-LASIK Human Corneas","2013","Abahussin M.; Hayes S.; Edelhauser H.; Dawson D.G.; Meek K.M.","Structural Biophysics Research Group, School of Optometry and Vision Sciences, Cardiff University, Cardiff, United Kingdom; Optometry Department, College of Applied Medical Science, King Saud University, Riyadh, Saudi Arabia; Emory Eye Center, Emory University, Atlanta, GA, United States; Department of Ophthalmology, University of Florida, Gainsville, FL, United States","PLoS ONE","15","","False","Scopus","10.1371/journal.pone.0063268"
"The influence of lens power and center thickness on the intraocular pressure measured through soft lenses: A comparison of two noncontact tonometers","2012","Ogbuehi K.C.","Department of Optometry and Vision Sciences, College of Applied Medical Sciences, King Saud University, Riyadh 11433, P.O. Box 10219, Saudi Arabia","Contact Lens and Anterior Eye","6","CT80; Daily disposable soft contact lenses; Intraocular pressure; Noncontact tonometer; PT100","False","Scopus","10.1016/j.clae.2012.01.002"
"Repeatability and interobserver reproducibility of Artemis-2 high-frequency ultrasound in determination of human corneal thickness","2012","Ogbuehi K.C.; Osuagwu U.L.","Outpatient Clinic, Department of Optometry, King Saud University, Riyadh, Saudi Arabia","Clinical Ophthalmology","16","Artemis-2 ultrasound; Cornea thickness; Hand-held ultrasound; Reproducibility; SP-3000P noncontact specular microscopy","False","Scopus","10.2147/OPTH.S31690"
"Pro-inflammatory cytokines and gelatinases in climatic droplet keratopathy","2012","Holopainen J.M.; Robciuc A.; Cafaro T.A.; Suarez M.F.; Konttinen Y.T.; Alkatan H.M.; Tabbara K.F.; Tervahartiala T.; Sorsa T.; Urrets-Zavalia J.A.; Serra H.M.","Helsinki Eye Lab, Department of Ophthalmology, University of Helsinki, Helsinki, Finland; Public Health Genomic Unit, National Institute for Health and Welfare and Institute for Molecular Medicine Finland, Helsinki, Finland; Department of Medicine, Helsinki University Central Hospital, ORTON Orthopaedic Hospital of the ORTON Foundation, Helsinki, Finland; Center for Research in Clinical Biochemistry and Immunology, Department of Clinical Biochemistry, National University of Córdoba, Córdoba, Argentina; The Eye Center and The Eye Foundation for Research in Ophthalmology, Riyadh, Saudi Arabia; Department of Oral and Maxillofacial Diseases, Helsinki University Central Hospital, Institute of Dentistry, University of Helsinki, Helsinki, Finland; Department of Ophthalmology, University Clinic Reina Fabiola, Catholic University of Córdoba, Córdoba, Argentina","Investigative Ophthalmology and Visual Science","20","","False","Scopus","10.1167/iovs.12-9441"
"Ultrastructure features of camel cornea - collagen fibril and proteoglycans","2012","Almubrad T.; Akhtar S.","Department of Optometry, College of Applied Medical Sciences, King Saud University, Riyadh 11433, PO Box 10219, Saudi Arabia","Veterinary Ophthalmology","26","Camel; Collagen fibrils; Epithelium; Proteoglycans","False","Scopus","10.1111/j.1463-5224.2011.00918.x"
"Recentration of a small-aperture corneal inlay","2012","Gatinel D.; El Danasoury A.; Rajchles S.; Saad A.","Rothschild Foundation, Center for Expertise and Research in Optics for Clinicians, Paris, France; Magrabi Eye Hospital, Jeddah, Saudi Arabia","Journal of Cataract and Refractive Surgery","22","","False","Scopus","10.1016/j.jcrs.2012.09.009"
"Comparison of central corneal thickness measurements using ultrasound pachymetry, ultrasound biomicroscopy, and the Artemis-2 VHF scanner in normal eyes","2012","Al-Farhan H.M.; Al-Otaibi W.M.","Department of Optometry and Vision Sciences, College of Applied Medicine Science, King Saud University, Riyadh, Saudi Arabia","Clinical Ophthalmology","22","Artemis; Artemis-2 VHFUS; Central corneal thickness; Normal eyes; Ultrasound biomicroscopy; Ultrasound pachymetry","False","Scopus","10.2147/OPTH.S32955"
"Lamellar Corneal Transplantation","2012","Arenas E.; Esquenazi S.; Anwar M.; Terry M.","Fundacion Santa Fe de Bogota, Bogota, Colombia; LSU Eye Center and LSU Neuroscience Center, Louisiana State University Health Sciences Center, New Orleans, LA, United States; Magrabi Eye Hospital, Jeddah, Saudi Arabia; Devers Eye Institute, Portland, OR, United States","Survey of Ophthalmology","64","ALK; Corneal surgery; Corneal transplants; DALK; DMEK; DSAEK; Keratoplasty; PK; PKP","False","Scopus","10.1016/j.survophthal.2012.01.009"
